# ID          Name                  Mass(GeV)      Width(GeV)      Degeneracy      B      S      C      b      I        Q      Decays
-9010317      Anti-K3(2320)0        2.32400        0.150000        7               0     -1      0      0      0.5      0      1
-9010327      Anti-K3(2320)+        2.32400        0.150000        7               0     -1      0      0      0.5     -1      1
9010317       K3(2320)0             2.32400        0.150000        7               0      1      0      0      0.5      0      1
9010327       K3(2320)+             2.32400        0.150000        7               0      1      0      0      0.5      1      1
7030331       f0(2330)              2.32400        0.194000        1               0      0      0      0      0.0      0      1
-9853124      Anti-Lambda(2325)     2.32500        0.168000        4              -1      1      0      0      0.0      0      4
9853124       Lambda(2325)          2.32500        0.168000        4               1     -1      0      0      0.0      0      4
-8000217      rho5(2350)-           2.33000        0.400000        11              0      0      0      0      1.0     -1      1
8000117       rho5(2350)0           2.33000        0.400000        11              0      0      0      0      1.0      0      1
8000217       rho5(2350)+           2.33000        0.400000        11              0      0      0      0      1.0      1      1
7300221       X(2370)               2.34160        0.117000        1               0      0      0      0      0.0      0      2
9090225       f2(2340)              2.34500        0.322000        5               0      0      0      0      0.0      0      2
-9903128      Anti-Lambda(2350)     2.35000        0.150000        10             -1      1      0      0      0.0      0      7
9903128       Lambda(2350)          2.35000        0.150000        10              1     -1      0      0      0.0      0      7
-9831116      Anti-Delta(2350)-     2.35000        0.350000        6              -1      0      0      0      1.5      1      2
-9831216      Anti-Delta(2350)0     2.35000        0.350000        6              -1      0      0      0      1.5      0      3
-9832126      Anti-Delta(2350)+     2.35000        0.350000        6              -1      0      0      0      1.5     -1      3
-9832226      Anti-Delta(2350)++    2.35000        0.350000        6              -1      0      0      0      1.5     -2      2
9831116       Delta(2350)-          2.35000        0.350000        6               1      0      0      0      1.5     -1      2
9831216       Delta(2350)0          2.35000        0.350000        6               1      0      0      0      1.5      0      3
9832126       Delta(2350)+          2.35000        0.350000        6               1      0      0      0      1.5      1      3
9832226       Delta(2350)++         2.35000        0.350000        6               1      0      0      0      1.5      2      2
-9913318      Anti-Ksi(2370)-       2.37000        0.080000        10             -1      2      0      0      0.5      1      12
-9913328      Anti-Ksi(2370)0       2.37000        0.080000        10             -1      2      0      0      0.5      0      12
9913318       Ksi(2370)-            2.37000        0.080000        10              1     -2      0      0      0.5     -1      12
9913328       Ksi(2370)0            2.37000        0.080000        10              1     -2      0      0      0.5      0      12
-8200317      Anti-K5*(2380)0       2.38200        0.178000        11              0     -1      0      0      0.5      0      3
-8200327      Anti-K5*(2380)+       2.38200        0.178000        11              0     -1      0      0      0.5     -1      3
8200317       K5*(2380)0            2.38200        0.178000        11              0      1      0      0      0.5      0      3
8200327       K5*(2380)+            2.38200        0.178000        11              0      1      0      0      0.5      1      3
-9803336      Anti-Omega(2380)      2.38400        0.026000        6              -1      3      0      0      0.0      1      4
9803336       Omega(2380)           2.38400        0.026000        6               1     -3      0      0      0.0     -1      4
-9821118      Anti-Delta(2390)-     2.39000        0.300000        8              -1      0      0      0      1.5      1      2
-9822118      Anti-Delta(2390)0     2.39000        0.300000        8              -1      0      0      0      1.5      0      3
-9822218      Anti-Delta(2390)+     2.39000        0.300000        8              -1      0      0      0      1.5     -1      3
-9822228      Anti-Delta(2390)++    2.39000        0.300000        8              -1      0      0      0      1.5     -2      2
9821118       Delta(2390)-          2.39000        0.300000        8               1      0      0      0      1.5     -1      2
9822118       Delta(2390)0          2.39000        0.300000        8               1      0      0      0      1.5      0      3
9822218       Delta(2390)+          2.39000        0.300000        8               1      0      0      0      1.5      1      3
9822228       Delta(2390)++         2.39000        0.300000        8               1      0      0      0      1.5      2      2
-9911118      Anti-Delta(2420)-     2.45000        0.500000        12             -1      0      0      0      1.5      1      2
-9911218      Anti-Delta(2420)0     2.45000        0.500000        12             -1      0      0      0      1.5      0      3
-9912128      Anti-Delta(2420)+     2.45000        0.500000        12             -1      0      0      0      1.5     -1      3
-9912228      Anti-Delta(2420)++    2.45000        0.500000        12             -1      0      0      0      1.5     -2      2
9911118       Delta(2420)-          2.45000        0.500000        12              1      0      0      0      1.5     -1      2
9911218       Delta(2420)0          2.45000        0.500000        12              1      0      0      0      1.5      0      3
9912128       Delta(2420)+          2.45000        0.500000        12              1      0      0      0      1.5      1      3
9912228       Delta(2420)++         2.45000        0.500000        12              1      0      0      0      1.5      2      2
-9893114      Anti-Sigma(2455)-     2.45500        0.120000        4              -1      1      0      0      1.0      1      2
-9893214      Anti-Sigma(2455)0     2.45500        0.120000        4              -1      1      0      0      1.0      0      3
-9893224      Anti-Sigma(2455)+     2.45500        0.120000        4              -1      1      0      0      1.0     -1      2
9893114       Sigma(2455)-          2.45500        0.120000        4               1     -1      0      0      1.0     -1      2
9893214       Sigma(2455)0          2.45500        0.120000        4               1     -1      0      0      1.0      0      3
9893224       Sigma(2455)+          2.45500        0.120000        4               1     -1      0      0      1.0      1      2
8000229       f6(2510)              2.46500        0.255000        13              0      0      0      0      0.0      0      3
-9901116      Anti-Delta(2400)-     2.47000        0.570000        10             -1      0      0      0      1.5      1      2
-9901216      Anti-Delta(2400)0     2.47000        0.570000        10             -1      0      0      0      1.5      0      3
-9902126      Anti-Delta(2400)+     2.47000        0.570000        10             -1      0      0      0      1.5     -1      3
-9902226      Anti-Delta(2400)++    2.47000        0.570000        10             -1      0      0      0      1.5     -2      2
9901116       Delta(2400)-          2.47000        0.570000        10              1      0      0      0      1.5     -1      2
9901216       Delta(2400)0          2.47000        0.570000        10              1      0      0      0      1.5      0      3
9902126       Delta(2400)+          2.47000        0.570000        10              1      0      0      0      1.5      1      3
9902226       Delta(2400)++         2.47000        0.570000        10              1      0      0      0      1.5      2      2
-9903338      Anti-Omega(2470)      2.47400        0.072000        12             -1      3      0      0      0.0      1      1
9903338       Omega(2470)           2.47400        0.072000        12              1     -3      0      0      0.0     -1      1
-9000319      Anti-K4(2500)0        2.49000        0.250000        9               0     -1      0      0      0.5      0      1
-9000329      Anti-K4(2500)+        2.49000        0.250000        9               0     -1      0      0      0.5     -1      1
9000319       K4(2500)0             2.49000        0.250000        9               0      1      0      0      0.5      0      1
9000329       K4(2500)+             2.49000        0.250000        9               0      1      0      0      0.5      1      1
-9923318      Anti-Ksi(2500)-       2.50000        0.100000        12             -1      2      0      0      0.5      1      15
-9923328      Anti-Ksi(2500)0       2.50000        0.100000        12             -1      2      0      0      0.5      0      15
9923318       Ksi(2500)-            2.50000        0.100000        12              1     -2      0      0      0.5     -1      15
9923328       Ksi(2500)0            2.50000        0.100000        12              1     -2      0      0      0.5      0      15
-9852116      Anti-N(2570)0         2.57000        0.250000        6              -1      0      0      0      0.5      0      1
-9852216      Anti-N(2570)+         2.57000        0.250000        6              -1      0      0      0      0.5     -1      1
9852116       N(2570)0              2.57000        0.250000        6               1      0      0      0      0.5      0      1
9852216       N(2570)+              2.57000        0.250000        6               1      0      0      0      0.5      1      1
-9902112      Anti-N(2600)0         2.60000        0.650000        12             -1      0      0      0      0.5      0      3
-9902212      Anti-N(2600)+         2.60000        0.650000        12             -1      0      0      0      0.5     -1      3
9902112       N(2600)0              2.60000        0.650000        12              1      0      0      0      0.5      0      3
9902212       N(2600)+              2.60000        0.650000        12              1      0      0      0      0.5      1      3
-9902114      Anti-N(2700)0         2.61200        0.350000        14             -1      0      0      0      0.5      0      3
-9902214      Anti-N(2700)+         2.61200        0.350000        14             -1      0      0      0      0.5     -1      3
9902114       N(2700)0              2.61200        0.350000        14              1      0      0      0      0.5      0      3
9902214       N(2700)+              2.61200        0.350000        14              1      0      0      0      0.5      1      3
-9843116      Anti-Sigma(2620)-     2.62000        0.200000        6              -1      1      0      0      1.0      1      2
-9843216      Anti-Sigma(2620)0     2.62000        0.200000        6              -1      1      0      0      1.0      0      3
-9843226      Anti-Sigma(2620)+     2.62000        0.200000        6              -1      1      0      0      1.0     -1      2
9843116       Sigma(2620)-          2.62000        0.200000        6               1     -1      0      0      1.0     -1      2
9843216       Sigma(2620)0          2.62000        0.200000        6               1     -1      0      0      1.0      0      3
9843226       Sigma(2620)+          2.62000        0.200000        6               1     -1      0      0      1.0      1      2
-9911116      Anti-Delta(2750)-     2.79400        0.350000        14             -1      0      0      0      1.5      1      2
-9911216      Anti-Delta(2750)0     2.79400        0.350000        14             -1      0      0      0      1.5      0      3
-9912126      Anti-Delta(2750)+     2.79400        0.350000        14             -1      0      0      0      1.5     -1      3
-9912226      Anti-Delta(2750)++    2.79400        0.350000        14             -1      0      0      0      1.5     -2      2
9911116       Delta(2750)-          2.79400        0.350000        14              1      0      0      0      1.5     -1      2
9911216       Delta(2750)0          2.79400        0.350000        14              1      0      0      0      1.5      0      3
9912126       Delta(2750)+          2.79400        0.350000        14              1      0      0      0      1.5      1      3
9912226       Delta(2750)++         2.79400        0.350000        14              1      0      0      0      1.5      2      2
-9921118      Anti-Delta(2950)-     2.99000        0.330000        16             -1      0      0      0      1.5      1      2
-9921218      Anti-Delta(2950)0     2.99000        0.330000        16             -1      0      0      0      1.5      0      3
-9922128      Anti-Delta(2950)+     2.99000        0.330000        16             -1      0      0      0      1.5     -1      3
-9922228      Anti-Delta(2950)++    2.99000        0.330000        16             -1      0      0      0      1.5     -2      2
9921118       Delta(2950)-          2.99000        0.330000        16              1      0      0      0      1.5     -1      2
9921218       Delta(2950)0          2.99000        0.330000        16              1      0      0      0      1.5      0      3
9922128       Delta(2950)+          2.99000        0.330000        16              1      0      0      0      1.5      1      3
9922228       Delta(2950)++         2.99000        0.330000        16              1      0      0      0      1.5      2      2
-9823118      Anti-Sigma(3170)-     3.17000        0.015000        8              -1      1      0      0      1.0      1      1
-9823218      Anti-Sigma(3170)0     3.17000        0.015000        8              -1      1      0      0      1.0      0      1
-9823228      Anti-Sigma(3170)+     3.17000        0.015000        8              -1      1      0      0      1.0     -1      1
9823118       Sigma(3170)-          3.17000        0.015000        8               1     -1      0      0      1.0     -1      1
9823218       Sigma(3170)0          3.17000        0.015000        8               1     -1      0      0      1.0      0      1
9823228       Sigma(3170)+          3.17000        0.015000        8               1     -1      0      0      1.0      1      1
